Date,Area Name,Time of Day,Traffic Volume
2022-07-19,Jayanagar,Evening Peak (5pm-9pm),7466
2022-07-19,Jayanagar,Morning Peak (8am-11am),9598
2022-07-19,Jayanagar,Afternoon (12pm-4pm),6856
2022-07-19,Jayanagar,Evening Peak (5pm-9pm),10969
2022-07-20,Jayanagar,Morning Peak (8am-11am),2940
2022-07-20,Jayanagar,Afternoon (12pm-4pm),2100
2022-07-20,Jayanagar,Evening Peak (5pm-9pm),3360
2022-07-20,Jayanagar,Morning Peak (8am-11am),3271
2022-07-20,Jayanagar,Afternoon (12pm-4pm),2337
2022-07-20,Jayanagar,Evening Peak (5pm-9pm),3739
2022-07-21,Jayanagar,Morning Peak (8am-11am),6421
2022-07-21,Jayanagar,Afternoon (12pm-4pm),4587
2022-07-21,Jayanagar,Evening Peak (5pm-9pm),7339
2022-07-22,Jayanagar,Morning Peak (8am-11am),3300
2022-07-22,Jayanagar,Afternoon (12pm-4pm),2357
2022-07-22,Jayanagar,Evening Peak (5pm-9pm),3772
2022-07-23,Jayanagar,Morning Peak (8am-11am),3012
2022-07-23,Jayanagar,Afternoon (12pm-4pm),2152
2022-07-23,Jayanagar,Evening Peak (5pm-9pm),3443
2022-07-23,Jayanagar,Morning Peak (8am-11am),8551
2022-07-23,Jayanagar,Afternoon (12pm-4pm),6108
2022-07-23,Jayanagar,Evening Peak (5pm-9pm),9772
2022-07-24,Jayanagar,Morning Peak (8am-11am),5611
2022-07-24,Jayanagar,Afternoon (12pm-4pm),4008
2022-07-24,Jayanagar,Evening Peak (5pm-9pm),6413
2022-07-25,Jayanagar,Morning Peak (8am-11am),12061
2022-07-25,Jayanagar,Afternoon (12pm-4pm),8615
2022-07-25,Jayanagar,Evening Peak (5pm-9pm),13784
2022-07-25,Jayanagar,Morning Peak (8am-11am),8156
2022-07-25,Jayanagar,Afternoon (12pm-4pm),5826
2022-07-25,Jayanagar,Evening Peak (5pm-9pm),9322
2022-07-26,Jayanagar,Morning Peak (8am-11am),6241
2022-07-26,Jayanagar,Afternoon (12pm-4pm),4458
2022-07-26,Jayanagar,Evening Peak (5pm-9pm),7132
2022-07-27,Jayanagar,Morning Peak (8am-11am),8589
2022-07-27,Jayanagar,Afternoon (12pm-4pm),6135
2022-07-27,Jayanagar,Evening Peak (5pm-9pm),9816
2022-07-28,Jayanagar,Morning Peak (8am-11am),6062
2022-07-28,Jayanagar,Afternoon (12pm-4pm),4330
2022-07-28,Jayanagar,Evening Peak (5pm-9pm),6928
2022-07-28,Jayanagar,Morning Peak (8am-11am),9011
2022-07-28,Jayanagar,Afternoon (12pm-4pm),6436
2022-07-28,Jayanagar,Evening Peak (5pm-9pm),10298
2022-07-29,Jayanagar,Morning Peak (8am-11am),7187
2022-07-29,Jayanagar,Afternoon (12pm-4pm),5134
2022-07-29,Jayanagar,Evening Peak (5pm-9pm),8214
2022-07-30,Jayanagar,Morning Peak (8am-11am),12022
2022-07-30,Jayanagar,Afternoon (12pm-4pm),8587
2022-07-30,Jayanagar,Evening Peak (5pm-9pm),13739
2022-07-31,Jayanagar,Morning Peak (8am-11am),9324
2022-07-31,Jayanagar,Afternoon (12pm-4pm),6660
2022-07-31,Jayanagar,Evening Peak (5pm-9pm),10656
2022-08-01,Jayanagar,Morning Peak (8am-11am),11235
2022-08-01,Jayanagar,Afternoon (12pm-4pm),8025
2022-08-01,Jayanagar,Evening Peak (5pm-9pm),12840
2022-08-01,Jayanagar,Morning Peak (8am-11am),10920
2022-08-01,Jayanagar,Afternoon (12pm-4pm),7800
2022-08-01,Jayanagar,Evening Peak (5pm-9pm),12480
2022-08-02,Jayanagar,Morning Peak (8am-11am),12006
2022-08-02,Jayanagar,Afternoon (12pm-4pm),8575
2022-08-02,Jayanagar,Evening Peak (5pm-9pm),13721
2022-08-02,Jayanagar,Morning Peak (8am-11am),3196
2022-08-02,Jayanagar,Afternoon (12pm-4pm),2283
2022-08-02,Jayanagar,Evening Peak (5pm-9pm),3653
2022-08-03,Jayanagar,Morning Peak (8am-11am),6836
2022-08-03,Jayanagar,Afternoon (12pm-4pm),4883
2022-08-03,Jayanagar,Evening Peak (5pm-9pm),7813
2022-08-05,Jayanagar,Morning Peak (8am-11am),9601
2022-08-05,Jayanagar,Afternoon (12pm-4pm),6858
2022-08-05,Jayanagar,Evening Peak (5pm-9pm),10973
2022-08-05,Jayanagar,Morning Peak (8am-11am),13051
2022-08-05,Jayanagar,Afternoon (12pm-4pm),9322
2022-08-05,Jayanagar,Evening Peak (5pm-9pm),14915
2022-08-06,Jayanagar,Morning Peak (8am-11am),6285
2022-08-06,Jayanagar,Afternoon (12pm-4pm),4489
2022-08-06,Jayanagar,Evening Peak (5pm-9pm),7183
2022-08-07,Jayanagar,Morning Peak (8am-11am),10716
2022-08-07,Jayanagar,Afternoon (12pm-4pm),7654
2022-08-07,Jayanagar,Evening Peak (5pm-9pm),12247
2022-08-08,Jayanagar,Morning Peak (8am-11am),2836
2022-08-08,Jayanagar,Afternoon (12pm-4pm),2026
2022-08-08,Jayanagar,Evening Peak (5pm-9pm),3241
2022-08-09,Jayanagar,Morning Peak (8am-11am),5649
2022-08-09,Jayanagar,Afternoon (12pm-4pm),4035
2022-08-09,Jayanagar,Evening Peak (5pm-9pm),6456
2022-08-11,Jayanagar,Morning Peak (8am-11am),16473
2022-08-11,Jayanagar,Afternoon (12pm-4pm),11767
2022-08-11,Jayanagar,Evening Peak (5pm-9pm),18827
2022-08-12,Jayanagar,Morning Peak (8am-11am),14069
2022-08-12,Jayanagar,Afternoon (12pm-4pm),10049
2022-08-12,Jayanagar,Evening Peak (5pm-9pm),16079
2022-08-12,Jayanagar,Morning Peak (8am-11am),6804
2022-08-12,Jayanagar,Afternoon (12pm-4pm),4860
2022-08-12,Jayanagar,Evening Peak (5pm-9pm),7776
2022-08-13,Jayanagar,Morning Peak (8am-11am),9303
2022-08-13,Jayanagar,Afternoon (12pm-4pm),6645
2022-08-13,Jayanagar,Evening Peak (5pm-9pm),10632
2022-08-13,Jayanagar,Morning Peak (8am-11am),11606
2022-08-13,Jayanagar,Afternoon (12pm-4pm),8290
2022-08-13,Jayanagar,Evening Peak (5pm-9pm),13264
2022-08-14,Jayanagar,Morning Peak (8am-11am),3448
2022-08-14,Jayanagar,Afternoon (12pm-4pm),2463
2022-08-14,Jayanagar,Evening Peak (5pm-9pm),3941
2022-08-14,Jayanagar,Morning Peak (8am-11am),9323
2022-08-14,Jayanagar,Afternoon (12pm-4pm),6659
2022-08-14,Jayanagar,Evening Peak (5pm-9pm),10655
2022-08-15,Jayanagar,Morning Peak (8am-11am),6070
2022-08-15,Jayanagar,Afternoon (12pm-4pm),4336
2022-08-15,Jayanagar,Evening Peak (5pm-9pm),6938
2022-08-16,Jayanagar,Morning Peak (8am-11am),10219
2022-08-16,Jayanagar,Afternoon (12pm-4pm),7299
2022-08-16,Jayanagar,Evening Peak (5pm-9pm),11679
2022-08-17,Jayanagar,Morning Peak (8am-11am),5195
2022-08-17,Jayanagar,Afternoon (12pm-4pm),3710
2022-08-17,Jayanagar,Evening Peak (5pm-9pm),5937
2022-08-17,Jayanagar,Morning Peak (8am-11am),8659
2022-08-17,Jayanagar,Afternoon (12pm-4pm),6185
2022-08-17,Jayanagar,Evening Peak (5pm-9pm),9896
2022-08-20,Jayanagar,Morning Peak (8am-11am),3902
2022-08-20,Jayanagar,Afternoon (12pm-4pm),2787
2022-08-20,Jayanagar,Evening Peak (5pm-9pm),4460
2022-08-20,Jayanagar,Morning Peak (8am-11am),11288
2022-08-20,Jayanagar,Afternoon (12pm-4pm),8063
2022-08-20,Jayanagar,Evening Peak (5pm-9pm),12900
2022-08-21,Jayanagar,Morning Peak (8am-11am),12497
2022-08-21,Jayanagar,Afternoon (12pm-4pm),8927
2022-08-21,Jayanagar,Evening Peak (5pm-9pm),14283
2022-08-21,Jayanagar,Morning Peak (8am-11am),10281
2022-08-21,Jayanagar,Afternoon (12pm-4pm),7343
2022-08-21,Jayanagar,Evening Peak (5pm-9pm),11750
2022-08-22,Jayanagar,Morning Peak (8am-11am),5513
2022-08-22,Jayanagar,Afternoon (12pm-4pm),3938
2022-08-22,Jayanagar,Evening Peak (5pm-9pm),6301
2022-08-23,Jayanagar,Morning Peak (8am-11am),6974
2022-08-23,Jayanagar,Afternoon (12pm-4pm),4981
2022-08-23,Jayanagar,Evening Peak (5pm-9pm),7970
2022-08-24,Jayanagar,Morning Peak (8am-11am),9734
2022-08-24,Jayanagar,Afternoon (12pm-4pm),6953
2022-08-24,Jayanagar,Evening Peak (5pm-9pm),11124
2022-08-25,Jayanagar,Morning Peak (8am-11am),6302
2022-08-25,Jayanagar,Afternoon (12pm-4pm),4502
2022-08-25,Jayanagar,Evening Peak (5pm-9pm),7203
2022-08-25,Jayanagar,Morning Peak (8am-11am),9902
2022-08-25,Jayanagar,Afternoon (12pm-4pm),7073
2022-08-25,Jayanagar,Evening Peak (5pm-9pm),11316
2022-08-26,Jayanagar,Morning Peak (8am-11am),7189
2022-08-26,Jayanagar,Afternoon (12pm-4pm),5135
2022-08-26,Jayanagar,Evening Peak (5pm-9pm),8216
2022-08-26,Jayanagar,Morning Peak (8am-11am),9866
2022-08-26,Jayanagar,Afternoon (12pm-4pm),7047
2022-08-26,Jayanagar,Evening Peak (5pm-9pm),11275
2022-08-27,Jayanagar,Morning Peak (8am-11am),8038
2022-08-27,Jayanagar,Afternoon (12pm-4pm),5741
2022-08-27,Jayanagar,Evening Peak (5pm-9pm),9186
2022-08-28,Jayanagar,Morning Peak (8am-11am),5390
2022-08-28,Jayanagar,Afternoon (12pm-4pm),3850
2022-08-28,Jayanagar,Evening Peak (5pm-9pm),6160
2022-08-28,Jayanagar,Morning Peak (8am-11am),8763
2022-08-28,Jayanagar,Afternoon (12pm-4pm),6259
2022-08-28,Jayanagar,Evening Peak (5pm-9pm),10015
2022-08-29,Jayanagar,Morning Peak (8am-11am),10676
2022-08-29,Jayanagar,Afternoon (12pm-4pm),7626
2022-08-29,Jayanagar,Evening Peak (5pm-9pm),12202
2022-08-30,Jayanagar,Morning Peak (8am-11am),13349
2022-08-30,Jayanagar,Afternoon (12pm-4pm),9535
2022-08-30,Jayanagar,Evening Peak (5pm-9pm),15256
2022-08-31,Jayanagar,Morning Peak (8am-11am),9207
2022-08-31,Jayanagar,Afternoon (12pm-4pm),6577
2022-08-31,Jayanagar,Evening Peak (5pm-9pm),10523
2022-09-01,Jayanagar,Morning Peak (8am-11am),11025
2022-09-01,Jayanagar,Afternoon (12pm-4pm),7875
2022-09-01,Jayanagar,Evening Peak (5pm-9pm),12600
2022-09-01,Jayanagar,Morning Peak (8am-11am),7191
2022-09-01,Jayanagar,Afternoon (12pm-4pm),5137
2022-09-01,Jayanagar,Evening Peak (5pm-9pm),8219
2022-09-02,Jayanagar,Morning Peak (8am-11am),10081
2022-09-02,Jayanagar,Afternoon (12pm-4pm),7200
2022-09-02,Jayanagar,Evening Peak (5pm-9pm),11521
2022-09-03,Jayanagar,Morning Peak (8am-11am),6565
2022-09-03,Jayanagar,Afternoon (12pm-4pm),4689
2022-09-03,Jayanagar,Evening Peak (5pm-9pm),7503
2022-09-04,Jayanagar,Morning Peak (8am-11am),3345
2022-09-04,Jayanagar,Afternoon (12pm-4pm),2389
2022-09-04,Jayanagar,Evening Peak (5pm-9pm),3823
2022-09-05,Jayanagar,Morning Peak (8am-11am),7763
2022-09-05,Jayanagar,Afternoon (12pm-4pm),5545
2022-09-05,Jayanagar,Evening Peak (5pm-9pm),8872
2022-09-07,Jayanagar,Morning Peak (8am-11am),10809
2022-09-07,Jayanagar,Afternoon (12pm-4pm),7721
2022-09-07,Jayanagar,Evening Peak (5pm-9pm),12354
2022-09-09,Jayanagar,Morning Peak (8am-11am),6703
2022-09-09,Jayanagar,Afternoon (12pm-4pm),4788
2022-09-09,Jayanagar,Evening Peak (5pm-9pm),7660
2022-09-09,Jayanagar,Morning Peak (8am-11am),6577
2022-09-09,Jayanagar,Afternoon (12pm-4pm),4698
2022-09-09,Jayanagar,Evening Peak (5pm-9pm),7516
2022-09-10,Jayanagar,Morning Peak (8am-11am),2793
2022-09-10,Jayanagar,Afternoon (12pm-4pm),1995
2022-09-10,Jayanagar,Evening Peak (5pm-9pm),3192
2022-09-11,Jayanagar,Morning Peak (8am-11am),13737
2022-09-11,Jayanagar,Afternoon (12pm-4pm),9812
2022-09-11,Jayanagar,Evening Peak (5pm-9pm),15700
2022-09-11,Jayanagar,Morning Peak (8am-11am),8685
2022-09-11,Jayanagar,Afternoon (12pm-4pm),6204
2022-09-11,Jayanagar,Evening Peak (5pm-9pm),9926
2022-09-13,Jayanagar,Morning Peak (8am-11am),13329
2022-09-13,Jayanagar,Afternoon (12pm-4pm),9520
2022-09-13,Jayanagar,Evening Peak (5pm-9pm),15233
2022-09-13,Jayanagar,Morning Peak (8am-11am),12866
2022-09-13,Jayanagar,Afternoon (12pm-4pm),9190
2022-09-13,Jayanagar,Evening Peak (5pm-9pm),14704
2022-09-14,Jayanagar,Morning Peak (8am-11am),8631
2022-09-14,Jayanagar,Afternoon (12pm-4pm),6165
2022-09-14,Jayanagar,Evening Peak (5pm-9pm),9864
2022-09-15,Jayanagar,Morning Peak (8am-11am),8877
2022-09-15,Jayanagar,Afternoon (12pm-4pm),6341
2022-09-15,Jayanagar,Evening Peak (5pm-9pm),10145
2022-09-16,Jayanagar,Morning Peak (8am-11am),5625
2022-09-16,Jayanagar,Afternoon (12pm-4pm),4018
2022-09-16,Jayanagar,Evening Peak (5pm-9pm),6428
2022-09-17,Jayanagar,Morning Peak (8am-11am),6211
2022-09-17,Jayanagar,Afternoon (12pm-4pm),4436
2022-09-17,Jayanagar,Evening Peak (5pm-9pm),7098
2022-09-18,Jayanagar,Morning Peak (8am-11am),5089
2022-09-18,Jayanagar,Afternoon (12pm-4pm),3635
2022-09-18,Jayanagar,Evening Peak (5pm-9pm),5816
2022-09-18,Jayanagar,Morning Peak (8am-11am),5491
2022-09-18,Jayanagar,Afternoon (12pm-4pm),3922
2022-09-18,Jayanagar,Evening Peak (5pm-9pm),6275
2022-09-19,Jayanagar,Morning Peak (8am-11am),9112
2022-09-19,Jayanagar,Afternoon (12pm-4pm),6509
2022-09-19,Jayanagar,Evening Peak (5pm-9pm),10414
2022-09-20,Jayanagar,Morning Peak (8am-11am),7388
2022-09-20,Jayanagar,Afternoon (12pm-4pm),5277
2022-09-20,Jayanagar,Evening Peak (5pm-9pm),8444
2022-09-20,Jayanagar,Morning Peak (8am-11am),3237
2022-09-20,Jayanagar,Afternoon (12pm-4pm),2312
2022-09-20,Jayanagar,Evening Peak (5pm-9pm),3700
2022-09-22,Jayanagar,Morning Peak (8am-11am),9922
2022-09-22,Jayanagar,Afternoon (12pm-4pm),7087
2022-09-22,Jayanagar,Evening Peak (5pm-9pm),11339
2022-09-22,Jayanagar,Morning Peak (8am-11am),5679
2022-09-22,Jayanagar,Afternoon (12pm-4pm),4056
2022-09-22,Jayanagar,Evening Peak (5pm-9pm),6490
2022-09-24,Jayanagar,Morning Peak (8am-11am),6054
2022-09-24,Jayanagar,Afternoon (12pm-4pm),4324
2022-09-24,Jayanagar,Evening Peak (5pm-9pm),6919
2022-09-25,Jayanagar,Morning Peak (8am-11am),6614
2022-09-25,Jayanagar,Afternoon (12pm-4pm),4724
2022-09-25,Jayanagar,Evening Peak (5pm-9pm),7559
2022-09-26,Jayanagar,Morning Peak (8am-11am),6832
2022-09-26,Jayanagar,Afternoon (12pm-4pm),4880
2022-09-26,Jayanagar,Evening Peak (5pm-9pm),7808
2022-09-28,Jayanagar,Morning Peak (8am-11am),6830
2022-09-28,Jayanagar,Afternoon (12pm-4pm),4878
2022-09-28,Jayanagar,Evening Peak (5pm-9pm),7806
2022-09-28,Jayanagar,Morning Peak (8am-11am),13265
2022-09-28,Jayanagar,Afternoon (12pm-4pm),9475
2022-09-28,Jayanagar,Evening Peak (5pm-9pm),15160
2022-09-29,Jayanagar,Morning Peak (8am-11am),9588
2022-09-29,Jayanagar,Afternoon (12pm-4pm),6849
2022-09-29,Jayanagar,Evening Peak (5pm-9pm),10958
2022-10-01,Jayanagar,Morning Peak (8am-11am),14264
2022-10-01,Jayanagar,Afternoon (12pm-4pm),10188
2022-10-01,Jayanagar,Evening Peak (5pm-9pm),16302
2022-10-02,Jayanagar,Morning Peak (8am-11am),13100
2022-10-02,Jayanagar,Afternoon (12pm-4pm),9357
2022-10-02,Jayanagar,Evening Peak (5pm-9pm),14971
2022-10-03,Jayanagar,Morning Peak (8am-11am),9338
2022-10-03,Jayanagar,Afternoon (12pm-4pm),6670
2022-10-03,Jayanagar,Evening Peak (5pm-9pm),10672
2022-10-03,Jayanagar,Morning Peak (8am-11am),10006
2022-10-03,Jayanagar,Afternoon (12pm-4pm),7147
2022-10-03,Jayanagar,Evening Peak (5pm-9pm),11436
2022-10-05,Jayanagar,Morning Peak (8am-11am),9696
2022-10-05,Jayanagar,Afternoon (12pm-4pm),6925
2022-10-05,Jayanagar,Evening Peak (5pm-9pm),11081
2022-10-06,Jayanagar,Morning Peak (8am-11am),5816
2022-10-06,Jayanagar,Afternoon (12pm-4pm),4154
2022-10-06,Jayanagar,Evening Peak (5pm-9pm),6647
2022-10-06,Jayanagar,Morning Peak (8am-11am),9014
2022-10-06,Jayanagar,Afternoon (12pm-4pm),6439
2022-10-06,Jayanagar,Evening Peak (5pm-9pm),10302
2022-10-07,Jayanagar,Morning Peak (8am-11am),12954
2022-10-07,Jayanagar,Afternoon (12pm-4pm),9253
2022-10-07,Jayanagar,Evening Peak (5pm-9pm),14804
2022-10-07,Jayanagar,Morning Peak (8am-11am),10113
2022-10-07,Jayanagar,Afternoon (12pm-4pm),7224
2022-10-07,Jayanagar,Evening Peak (5pm-9pm),11558
2022-10-08,Jayanagar,Morning Peak (8am-11am),9703
2022-10-08,Jayanagar,Afternoon (12pm-4pm),6931
2022-10-08,Jayanagar,Evening Peak (5pm-9pm),11089
2022-10-09,Jayanagar,Morning Peak (8am-11am),11933
2022-10-09,Jayanagar,Afternoon (12pm-4pm),8524
2022-10-09,Jayanagar,Evening Peak (5pm-9pm),13638
2022-10-09,Jayanagar,Morning Peak (8am-11am),6562
2022-10-09,Jayanagar,Afternoon (12pm-4pm),4687
2022-10-09,Jayanagar,Evening Peak (5pm-9pm),7499
2022-10-10,Jayanagar,Morning Peak (8am-11am),11859
2022-10-10,Jayanagar,Afternoon (12pm-4pm),8471
2022-10-10,Jayanagar,Evening Peak (5pm-9pm),13553
2022-10-10,Jayanagar,Morning Peak (8am-11am),4900
2022-10-10,Jayanagar,Afternoon (12pm-4pm),3500
2022-10-10,Jayanagar,Evening Peak (5pm-9pm),5600
2022-10-12,Jayanagar,Morning Peak (8am-11am),8730
2022-10-12,Jayanagar,Afternoon (12pm-4pm),6235
2022-10-12,Jayanagar,Evening Peak (5pm-9pm),9977
2022-10-13,Jayanagar,Morning Peak (8am-11am),9468
2022-10-13,Jayanagar,Afternoon (12pm-4pm),6763
2022-10-13,Jayanagar,Evening Peak (5pm-9pm),10821
2022-10-14,Jayanagar,Morning Peak (8am-11am),9076
2022-10-14,Jayanagar,Afternoon (12pm-4pm),6483
2022-10-14,Jayanagar,Evening Peak (5pm-9pm),10373
2022-10-15,Jayanagar,Morning Peak (8am-11am),9754
2022-10-15,Jayanagar,Afternoon (12pm-4pm),6967
2022-10-15,Jayanagar,Evening Peak (5pm-9pm),11148
2022-10-15,Jayanagar,Morning Peak (8am-11am),2036
2022-10-15,Jayanagar,Afternoon (12pm-4pm),1455
2022-10-15,Jayanagar,Evening Peak (5pm-9pm),2328
2022-10-16,Jayanagar,Morning Peak (8am-11am),2929
2022-10-16,Jayanagar,Afternoon (12pm-4pm),2092
2022-10-16,Jayanagar,Evening Peak (5pm-9pm),3347
2022-10-17,Jayanagar,Morning Peak (8am-11am),5691
2022-10-17,Jayanagar,Afternoon (12pm-4pm),4065
2022-10-17,Jayanagar,Evening Peak (5pm-9pm),6504
2022-10-18,Jayanagar,Morning Peak (8am-11am),5261
2022-10-18,Jayanagar,Afternoon (12pm-4pm),3758
2022-10-18,Jayanagar,Evening Peak (5pm-9pm),6013
2022-10-19,Jayanagar,Morning Peak (8am-11am),8471
2022-10-19,Jayanagar,Afternoon (12pm-4pm),6050
2022-10-19,Jayanagar,Evening Peak (5pm-9pm),9681
2022-10-19,Jayanagar,Morning Peak (8am-11am),5633
2022-10-19,Jayanagar,Afternoon (12pm-4pm),4023
2022-10-19,Jayanagar,Evening Peak (5pm-9pm),6438
2022-10-20,Jayanagar,Morning Peak (8am-11am),6493
2022-10-20,Jayanagar,Afternoon (12pm-4pm),4638
2022-10-20,Jayanagar,Evening Peak (5pm-9pm),7420
2022-10-21,Jayanagar,Morning Peak (8am-11am),7097
2022-10-21,Jayanagar,Afternoon (12pm-4pm),5069
2022-10-21,Jayanagar,Evening Peak (5pm-9pm),8111
2022-10-21,Jayanagar,Morning Peak (8am-11am),9882
2022-10-21,Jayanagar,Afternoon (12pm-4pm),7058
2022-10-21,Jayanagar,Evening Peak (5pm-9pm),11294
2022-10-22,Jayanagar,Morning Peak (8am-11am),8172
2022-10-22,Jayanagar,Afternoon (12pm-4pm),5837
2022-10-22,Jayanagar,Evening Peak (5pm-9pm),9340
2022-10-23,Jayanagar,Morning Peak (8am-11am),11182
2022-10-23,Jayanagar,Afternoon (12pm-4pm),7987
2022-10-23,Jayanagar,Evening Peak (5pm-9pm),12779
2022-10-23,Jayanagar,Morning Peak (8am-11am),8048
2022-10-23,Jayanagar,Afternoon (12pm-4pm),5749
2022-10-23,Jayanagar,Evening Peak (5pm-9pm),9198
2022-10-24,Jayanagar,Morning Peak (8am-11am),7517
2022-10-24,Jayanagar,Afternoon (12pm-4pm),5369
2022-10-24,Jayanagar,Evening Peak (5pm-9pm),8591
2022-10-25,Jayanagar,Morning Peak (8am-11am),8109
2022-10-25,Jayanagar,Afternoon (12pm-4pm),5792
2022-10-25,Jayanagar,Evening Peak (5pm-9pm),9268
2022-10-26,Jayanagar,Morning Peak (8am-11am),5256
2022-10-26,Jayanagar,Afternoon (12pm-4pm),3754
2022-10-26,Jayanagar,Evening Peak (5pm-9pm),6007
2022-10-27,Jayanagar,Morning Peak (8am-11am),9924
2022-10-27,Jayanagar,Afternoon (12pm-4pm),7088
2022-10-27,Jayanagar,Evening Peak (5pm-9pm),11342
2022-10-27,Jayanagar,Morning Peak (8am-11am),9648
2022-10-27,Jayanagar,Afternoon (12pm-4pm),6891
2022-10-27,Jayanagar,Evening Peak (5pm-9pm),11026
2022-10-28,Jayanagar,Morning Peak (8am-11am),3378
2022-10-28,Jayanagar,Afternoon (12pm-4pm),2413
2022-10-28,Jayanagar,Evening Peak (5pm-9pm),3861
2022-10-29,Jayanagar,Morning Peak (8am-11am),8591
2022-10-29,Jayanagar,Afternoon (12pm-4pm),6137
2022-10-29,Jayanagar,Evening Peak (5pm-9pm),9819
2022-10-30,Jayanagar,Morning Peak (8am-11am),12901
2022-10-30,Jayanagar,Afternoon (12pm-4pm),9215
2022-10-30,Jayanagar,Evening Peak (5pm-9pm),14744
2022-10-31,Jayanagar,Morning Peak (8am-11am),6311
2022-10-31,Jayanagar,Afternoon (12pm-4pm),4508
2022-10-31,Jayanagar,Evening Peak (5pm-9pm),7212
2022-10-31,Jayanagar,Morning Peak (8am-11am),12189
2022-10-31,Jayanagar,Afternoon (12pm-4pm),8706
2022-10-31,Jayanagar,Evening Peak (5pm-9pm),13930
2022-11-02,Jayanagar,Morning Peak (8am-11am),6007
2022-11-02,Jayanagar,Afternoon (12pm-4pm),4290
2022-11-02,Jayanagar,Evening Peak (5pm-9pm),6865
2022-11-03,Jayanagar,Morning Peak (8am-11am),3321
2022-11-03,Jayanagar,Afternoon (12pm-4pm),2372
2022-11-03,Jayanagar,Evening Peak (5pm-9pm),3796
2022-11-05,Jayanagar,Morning Peak (8am-11am),9375
2022-11-05,Jayanagar,Afternoon (12pm-4pm),6696
2022-11-05,Jayanagar,Evening Peak (5pm-9pm),10714
2022-11-05,Jayanagar,Morning Peak (8am-11am),8394
2022-11-05,Jayanagar,Afternoon (12pm-4pm),5996
2022-11-05,Jayanagar,Evening Peak (5pm-9pm),9594
2022-11-06,Jayanagar,Morning Peak (8am-11am),10966
2022-11-06,Jayanagar,Afternoon (12pm-4pm),7833
2022-11-06,Jayanagar,Evening Peak (5pm-9pm),12533
2022-11-08,Jayanagar,Morning Peak (8am-11am),6932
2022-11-08,Jayanagar,Afternoon (12pm-4pm),4951
2022-11-08,Jayanagar,Evening Peak (5pm-9pm),7922
2022-11-09,Jayanagar,Morning Peak (8am-11am),7358
2022-11-09,Jayanagar,Afternoon (12pm-4pm),5256
2022-11-09,Jayanagar,Evening Peak (5pm-9pm),8409
2022-11-09,Jayanagar,Morning Peak (8am-11am),6968
2022-11-09,Jayanagar,Afternoon (12pm-4pm),4977
2022-11-09,Jayanagar,Evening Peak (5pm-9pm),7964
2022-11-11,Jayanagar,Morning Peak (8am-11am),5586
2022-11-11,Jayanagar,Afternoon (12pm-4pm),3990
2022-11-11,Jayanagar,Evening Peak (5pm-9pm),6384
2022-11-12,Jayanagar,Morning Peak (8am-11am),6548
2022-11-12,Jayanagar,Afternoon (12pm-4pm),4677
2022-11-12,Jayanagar,Evening Peak (5pm-9pm),7484
2022-11-12,Jayanagar,Morning Peak (8am-11am),8173
2022-11-12,Jayanagar,Afternoon (12pm-4pm),5838
2022-11-12,Jayanagar,Evening Peak (5pm-9pm),9341
2022-11-13,Jayanagar,Morning Peak (8am-11am),6499
2022-11-13,Jayanagar,Afternoon (12pm-4pm),4642
2022-11-13,Jayanagar,Evening Peak (5pm-9pm),7428
2022-11-13,Jayanagar,Morning Peak (8am-11am),8035
2022-11-13,Jayanagar,Afternoon (12pm-4pm),5739
2022-11-13,Jayanagar,Evening Peak (5pm-9pm),9183
2022-11-14,Jayanagar,Morning Peak (8am-11am),8767
2022-11-14,Jayanagar,Afternoon (12pm-4pm),6262
2022-11-14,Jayanagar,Evening Peak (5pm-9pm),10019
2022-11-15,Jayanagar,Morning Peak (8am-11am),11199
2022-11-15,Jayanagar,Afternoon (12pm-4pm),7999
2022-11-15,Jayanagar,Evening Peak (5pm-9pm),12799
2022-11-16,Jayanagar,Morning Peak (8am-11am),10714
2022-11-16,Jayanagar,Afternoon (12pm-4pm),7653
2022-11-16,Jayanagar,Evening Peak (5pm-9pm),12245
2022-11-17,Jayanagar,Morning Peak (8am-11am),6035
2022-11-17,Jayanagar,Afternoon (12pm-4pm),4310
2022-11-17,Jayanagar,Evening Peak (5pm-9pm),6897
2022-11-18,Jayanagar,Morning Peak (8am-11am),11136
2022-11-18,Jayanagar,Afternoon (12pm-4pm),7954
2022-11-18,Jayanagar,Evening Peak (5pm-9pm),12727
2022-11-18,Jayanagar,Morning Peak (8am-11am),9941
2022-11-18,Jayanagar,Afternoon (12pm-4pm),7101
2022-11-18,Jayanagar,Evening Peak (5pm-9pm),11361
2022-11-19,Jayanagar,Morning Peak (8am-11am),8748
2022-11-19,Jayanagar,Afternoon (12pm-4pm),6249
2022-11-19,Jayanagar,Evening Peak (5pm-9pm),9998
2022-11-19,Jayanagar,Morning Peak (8am-11am),11152
2022-11-19,Jayanagar,Afternoon (12pm-4pm),7966
2022-11-19,Jayanagar,Evening Peak (5pm-9pm),12745
2022-11-20,Jayanagar,Morning Peak (8am-11am),7932
2022-11-20,Jayanagar,Afternoon (12pm-4pm),5665
2022-11-20,Jayanagar,Evening Peak (5pm-9pm),9065
2022-11-21,Jayanagar,Morning Peak (8am-11am),9847
2022-11-21,Jayanagar,Afternoon (12pm-4pm),7034
